Gene ID	Gene Name	g1.WithInSampleAbundance	g7.WithInSampleAbundance	g6.WithInSampleAbundance	g10.WithInSampleAbundance	g5.WithInSampleAbundance	g3.WithInSampleAbundance	g8.WithInSampleAbundance	g9.WithInSampleAbundance	g2.WithInSampleAbundance	g4.WithInSampleAbundance
ARHGEF10L		1056	839	919	1379	728	411	1568	1391	1552	825
ARHGEF11		316	158	200	88	295	478	292	269	0	97
ARHGEF12		671	630	753	160	831	591	750	776	324	217
ARHGEF16		350	368	1198	0	955	3532	2731	1267	171	101
ARHGEF17		199	97	352	218	293	400	142	304	302	428
ARHGEF2		2535	2889	2350	1073	1199	1994	865	2688	1924	3481
ARHGEF37		231	0	1024	0	2424	282	1554	2009	0	0
ARHGEF40		524	923	1024	1785	1608	1034	320	275	1213	852
ARHGEF5		316	219	455	0	643	190	690	903	0	288
ARHGEF6		4086	4128	2187	3846	4157	2756	3640	4075	2947	4958
ARHGEF7		1601	1246	1919	0	3336	2258	2251	1791	1849	2110
ARID1A		497	510	887	138	643	512	776	784	896	649
ARID1B		161	0	414	0	598	178	335	446	0	295
ARID2		170	150	167	223	157	170	206	187	228	150
ARIH1		2956	2733	2798	2212	2789	2694	3373	2534	2766	2117
ARIH2		756	399	855	347	906	603	575	564	972	3281
ARL1		5347	9659	8835	7551	8045	8718	7200	18976	9340	17880
ARL15		1238	931	2225	2761	1704	3115	0	0	3089	0
ARL2		8358	10145	8728	6405	5583	5012	10872	11995	5249	30639
ARL2BP		3331	5591	5833	0	4154	11635	5401	6096	0	7090
ARL3		15308	33544	28490	8402	23234	18704	53749	44280	14899	16284
ARL6IP1		25688	23979	25810	38254	28860	34712	34839	64986	20901	40648
ARL6IP5		80758	39374	60659	76358	101215	81185	33731	47609	61079	37135
ARL6IP6		6184	1531	4204	3330	6650	6394	5949	3747	3644	4542
ARL8A		12816	13888	13854	13237	9766	12020	16762	11724	12836	21033
ARL8B		24051	21379	21912	36340	19934	22034	54146	13275	19951	39699
ARMC1		0	211	228	247	0	0	2676	2299	0	1779
ARMC10		4596	5489	8058	11102	8828	8021	4404	6873	8666	1251
ARMC6		1961	1877	1537	0	423	1505	1452	2335	1459	2446
ARMC8		3011	3961	3018	437	4820	3709	1226	2366	6396	2104
ARMC9		274	351	989	0	562	720	869	1172	1242	1583
ARMCX1		342	1553	1237	260	1610	410	1333	656	1669	1586
ARMCX2		0	220	617	76	582	267	760	430	0	436
ARMCX3		1475	3402	3398	1126	1746	3053	4593	4264	2222	3230
ARMH3		1385	586	1392	0	301	1663	1602	1528	1170	251
ARMT1		5911	11665	15895	3849	10978	4554	59228	72920	12747	20227
ARPC1A		4323	6908	9291	6145	9535	7842	8453	7480	12808	5776
ARPC1B		53696	24658	35015	28768	26760	40429	29629	38696	33046	50444
ARPC2		58148	50083	39189	42280	53300	51103	41101	41455	49295	61616
ARPC3		295102	270080	249196	123166	289770	269928	221220	141677	312754	246975
ARPC4		230620	147543	184069	159270	167949	207274	136462	115022	187884	144503
ARPC5		211250	174773	193331	159290	176279	178703	179889	125166	166188	184634
ARPC5L		52064	57780	68403	41040	40620	48637	66554	59731	50260	50938
ARPIN		15252	25253	20599	23760	25340	17010	12336	11188	36451	24918
ARPP19		0	3317	6584	0	11902	0	5970	14153	0	12039
ARR3		5425	2976	5010	1005	7412	8137	13227	4129	4706	73
ARRB1		5781	6246	7915	2504	7207	9773	13959	5253	4329	2156
ARRB2		3820	1788	1715	2580	2500	3146	2042	1293	2790	1611
ARRDC1		3121	3576	11149	1388	4629	5858	9583	6975	4224	7466
ARSA		6584	10286	11044	7244	10625	7407	20457	21192	15829	10254
ARSB		751	712	1373	618	1004	1498	822	722	0	1008
ARSD		0	804	988	356	617	2471	2033	1641	0	1694
ARSL		0	0	388	0	353	0	0	349	0	1482
ARVCF		259	0	215	0	285	416	93	552	362	0
AS3MT		6084	242	4507	291	12868	16320	10612	8723	0	0
ASAH1		34686	140278	58683	53602	89047	56937	57421	108000	59405	48596
ASAP1		991	240	59	230	673	496	303	363	0	1338
ASB9		147	0	0	0	408	0	649	0	0	0
ASCC1		722	806	1191	0	881	674	893	1591	997	2310
ASCC2		2552	1802	2368	1251	1521	1562	4208	2095	2698	3313
ASCC3		840	333	712	750	617	756	600	2133	696	578
ASF1B		889	0	0	0	0	0	1160	490	0	0
ASH2L		5008	4170	4189	858	3915	618	4442	3961	4372	4918
ASL		4502	5893	7793	5927	8032	7955	6608	11185	5576	4102
ASMTL		3522	5207	3487	1749	5351	6323	8762	4910	4547	5052
ASNS		11719	251	606	187	458	12314	10565	4834	3900	986
ASPA		0	0	0	5712	0	0	0	1090	0	0
ASPH		11308	13318	17879	24929	17777	12417	7377	17574	18621	14767
ASPN		40645	193515	417486	151368	285585	240167	167310	21156	317894	86441
ASPSCR1		5209	9075	5544	3025	4607	3800	3971	7179	5700	8493
ASRGL1		2899	3959	1436	1575	0	2379	0	0	0	0
ASS1		29120	14108	13874	64497	19150	12546	128	20985	8781	11973
ATAD1		9062	5941	8636	5181	5022	7035	13923	7500	8921	7490
ATAD2		684	0	0	0	0	0	51	543	0	85
ATAD3A		3260	2024	2273	2403	2339	3423	4010	3262	2905	6046
ATAD3B		515	0	0	0	0	147	307	458	0	321
ATE1		0	0	654	0	707	0	1126	954	2042	135
ATF7		193	0	134	0	673	0	311	176	0	125
ATF7IP		179	25	0	0	181	37	0	143	0	0
ATG101		480	0	911	0	1683	1958	3974	1220	0	0
ATG16L1		848	368	737	0	957	673	1302	688	170	971
ATG2A		393	0	57	0	0	0	256	904	0	1455
ATG2B		0	0	49	0	0	0	183	0	0	111
ATG3		17621	9303	6941	7917	9700	10250	7988	6724	6161	8061
ATG4B		2000	0	2484	175	1829	2046	4483	2596	1589	867
ATG5		2764	1553	1393	1599	2739	2244	3945	2203	6390	2291
ATG7		8841	6898	7183	2493	9581	8176	7489	5965	8144	5696
ATG9A		1166	0	1139	756	774	976	2218	1094	1498	974
ATIC		35052	40818	40884	24942	31888	40087	45226	42979	41317	35020
ATL1		0	2272	3242	2116	1323	1664	4275	3272	2043	2223
ATL2		3622	230	2841	7213	1774	1845	2743	1544	788	776
ATL3		8930	9584	11955	13288	8929	12210	11740	11223	12558	11262
ATM		333	172	353	122	193	247	253	252	241	309
ATOX1		1121	0	9136	0	7701	931	3928	9784	0	12789
ATP11B		0	0	0	0	86	76	580	88	0	50
ATP13A1		2564	1271	1970	1995	1364	2791	3214	1949	1332	2698
ATP13A3		331	0	0	0	0	175	289	170	0	168
ATP1A1		16019	9970	18618	9220	16856	18641	21153	14485	18506	8587
ATP1B1		13153	13388	15938	6188	14666	11644	21574	10606	16908	4710
ATP1B3		22764	3064	10190	30501	27936	17541	10719	3523	19379	14425
ATP2A2		9683	6476	10984	5810	4330	11172	11259	6846	10432	6074
ATP2A3		5505	853	1909	233	2065	14524	3854	8034	917	987
ATP2B1		884	375	896	0	1138	1112	415	1005	950	766
ATP2B4		1316	1470	2696	5908	1876	2345	1792	2589	1839	3175
ATP2C1		1951	456	1736	0	876	1549	1183	962	355	761
ATP5F1A		215776	252696	227462	189981	204187	229916	277007	246934	207725	224521
ATP5F1B		166995	214929	164373	167993	172455	171933	226638	188312	138139	191938
ATP5F1C		29991	52169	33449	41822	26682	30680	45459	43745	42279	53483
ATP5F1D		88873	85228	85277	61716	91143	86449	99635	71050	98136	53533
ATP5IF1		0	0	5525	0	0	0	1891	244	0	2450
ATP5ME		40017	69715	69872	81888	50039	44534	63718	47056	29591	54955
ATP5MF		76396	67752	64529	101835	108916	88524	112449	91552	99252	74301
ATP5MG		160183	277253	254956	350958	287782	294349	292871	324052	390100	299766
ATP5MJ		4828	19946	36701	22871	29205	20839	32516	44584	11060	49687
ATP5MK		28597	38232	38234	46493	31605	36530	39144	36213	50727	36341
ATP5PB		9306	29662	34152	20092	11645	27891	32289	26789	6400	37406
ATP5PD		69149	87655	88319	70123	56927	62108	77785	42910	41205	53810
ATP5PF		4793	12857	15058	6197	7419	3186	10800	8702	2994	16667
ATP5PO		101455	128180	129145	83814	93043	96396	127342	103063	93428	86478
ATP6AP1		3572	3968	2685	1754	2389	3176	6612	6941	3321	5942
ATP6AP2		4819	2439	2667	0	951	2504	7234	8240	2849	4731
ATP6V0A1		3208	2222	2313	2554	2422	2697	3096	3077	2567	2800
ATP6V0A2		913	0	498	135	0	2724	0	613	2268	411
ATP6V0A4		0	0	0	0	0	1402	1339	0	0	0
ATP6V0D1		26443	20506	21776	14358	15227	20747	59238	33780	18842	28179
ATP6V1A		31730	28615	21979	29986	19483	18577	58102	41960	18370	44956
ATP6V1B1		0	0	1805	5354	1201	726	32383	14613	1955	0
ATP6V1B2		13181	6230	6314	5194	6189	7408	6804	11072	7339	7044
ATP6V1C1		5024	4042	4057	4898	3426	3981	8801	5120	5154	7133
ATP6V1D		11741	8587	9883	7819	7772	7786	20488	13339	6996	8649
ATP6V1E1		20922	16658	17971	13063	15927	13996	34737	20115	15932	14714
ATP6V1F		8633	11588	26839	7606	13942	11995	36758	34321	8046	54516
ATP6V1G1		16193	12506	17803	16180	17015	12963	51768	21510	20771	11672
ATP6V1H		5122	2596	4328	3011	3594	4445	13295	8409	3477	4244
ATP7B		0	0	0	0	0	1926	0	0	0	0
ATP8B1		0	0	817	0	0	26	465	598	0	0
ATP9A		0	142	1725	691	999	1004	3392	944	2415	1078
ATPAF1		3232	588	2403	1659	772	2222	2587	2382	0	8337
ATPAF2		774	0	177	467	716	903	2943	1366	0	824
ATRN		1190	2229	1821	4279	1998	1985	1518	1404	4877	1580
ATXN10		3125	2294	3751	1400	3509	2861	2492	4193	2350	3758
ATXN2		191	503	328	0	418	229	584	575	0	403
ATXN2L		7691	6519	5726	2119	4989	4660	5824	7794	6084	7597
ATXN3		1278	1430	1520	0	2506	1288	4310	3537	2737	1947
AUH		7503	8413	11301	10566	8009	6436	11819	14646	5577	8475
AUP1		1845	1374	1990	1517	1155	1691	1629	1018	973	2268
AURKA		157	0	0	0	0	0	0	302	0	0
AVEN		1488	492	1614	2001	1424	2046	975	1492	1180	2155
AVL9		2499	0	2237	0	2089	311	5916	3573	2117	1344
AXL		639	0	728	589	763	408	620	441	1254	616
AZGP1		30223	397158	413360	186569	820018	111987	81717	40592	182641	90180
AZU1		4668	7553	0	0	44885	13201	0	5388	23850	0
B2M		52593	28199	26059	10333	46545	44399	21768	35539	16883	35668
B3GALT6		199	0	993	0	0	448	1804	990	0	1541
B3GAT3		3834	6386	5455	1150	3258	5474	12366	7905	1848	5570
B3GLCT		273	0	258	0	1106	258	342	62	0	133
B3GNT2		514	0	0	0	0	474	1239	567	0	0
B4GALNT2		0	0	0	0	0	1222	0	0	0	0
B4GALT1		4290	8343	9131	5601	4623	8193	10915	5893	6421	7192
B4GALT7		898	1086	1244	0	901	1113	2428	2089	1486	1887
B4GAT1		290	2536	1813	0	0	1047	1717	571	0	0
BABAM1		2870	2628	3829	1820	4268	2612	4772	6053	3202	2161
BABAM2		9848	9609	8660	5969	10789	18023	10017	12188	9936	6973
BAD		0	993	0	0	1799	339	0	2407	0	2802
BAG1		270	862	2254	0	1360	2415	6073	5783	0	250
BAG2		1376	5384	4807	4739	2837	3518	3641	2933	4526	9463
BAG3		2054	4972	3689	5626	5031	4438	8646	5237	2514	5722
BAG4		0	0	1435	0	0	0	2328	879	0	0
BAG5		438	37	240	0	350	381	459	389	564	303
BAG6		9265	7402	7525	7183	6525	9096	24109	9134	8493	6178
BAIAP2		13631	7644	19416	8464	15375	14174	13852	12340	10733	4903
BAIAP2L1		617	0	943	634	719	2567	1094	849	0	0
BANF1		282271	380288	476106	95197	443488	278394	237441	189384	392531	233520
BANK1		200	0	0	0	0	0	0	0	0	0
BANP		545	0	234	0	558	0	0	336	363	0
BAP18		15376	17855	18987	14620	16331	13593	9119	13340	13965	22340
BASP1		10106	21367	20244	11232	0	19910	8451	16515	13204	62909
BAX		20497	15877	21172	11304	17920	17960	20760	22968	14063	24912
BAZ1A		139	0	0	0	0	0	0	32	0	0
BAZ1B		680	91	424	485	275	511	255	638	87	568
BAZ2A		1093	1029	918	1926	1667	2391	2009	1168	0	854
BBS2		0	0	333	0	619	0	1313	341	519	0
BBX		46	0	163	0	131	0	177	101	0	0
BCAM		5379	17849	12533	6279	12880	8744	14724	9109	15743	3875
BCAN		62	0	0	0	0	0	0	61	0	0
BCAP31		32725	30477	70135	61874	70205	77973	64252	67983	21880	56124
BCAR1		1066	0	790	61	802	1172	1502	1488	0	384
BCAR3		0	0	0	0	173	0	1017	919	0	0
BCAS1		0	297	849	0	0	3495	7389	2350	0	586
BCAS2		2604	2613	2749	0	1914	1694	1612	3215	2964	2768
BCAS3		1724	1052	1078	0	459	974	5245	814	2424	576
BCAT1		895	0	3162	0	419	345	2451	1129	0	6952
BCAT2		5420	17034	10333	1941	9145	4435	11431	30756	6709	24991
BCCIP		2009	992	1647	490	988	1642	2503	2175	1231	1457
BCHE		476	960	671	2193	1412	1283	422	901	3695	544
BCKDHA		6414	9279	6511	4442	7789	4489	15679	9725	11129	6182
BCKDHB		6742	8945	8290	6163	9297	7236	12241	11634	6065	5164
BCKDK		4214	4015	3421	2608	2979	1204	3474	8263	1924	3311
BCL10		1929	0	1071	0	701	454	714	1040	0	0
BCL2		1613	2639	3628	2039	3857	687	5140	4502	2990	974
BCL2L1		3932	3045	3544	1005	4862	3065	11638	3906	2729	1941
BCL2L11		908	0	1191	0	0	0	3875	1543	0	184
BCL2L13		4813	5012	3047	4099	2668	3594	10010	9365	3424	2719
BCL3		862	79	298	0	447	0	775	146	0	1309
BCL7C		0	2462	1252	0	0	0	0	2044	0	4864
BCR		288	0	189	0	246	240	73	417	2120	0
BCS1L		1868	1355	1437	432	1437	664	3492	1598	0	1483
BDH1		8828	10045	10395	7617	10443	12190	75294	33796	4981	9720
BDH2		14763	21605	26796	14296	31441	15675	28811	14535	25509	14689
BECN1		2071	1694	1640	1884	1825	1364	1874	1397	1726	1931
BET1L		495	1066	1625	0	2359	3049	4336	1103	0	1141
BGN		178333	1060080	858110	1309773	1401724	932152	1170312	156784	1480238	397129
BICD2		200	0	157	0	164	156	0	91	0	0
BID		10037	6455	3696	6489	8609	16445	4837	3365	8042	6191
BIN1		5052	2387	1979	2176	3533	2278	1875	1000	1478	2414
BIN2		4833	0	0	0	1696	4900	1767	1059	0	4277
BIRC2		1333	617	1137	375	1011	842	1392	1604	1451	0
BIRC6		186	0	99	36	108	124	158	128	0	150
BLMH		20611	25597	20173	27879	16181	15463	6530	19433	31168	25950
BLOC1S1		4631	3213	4385	4446	11319	4896	3684	4329	3947	2563
BLOC1S3		2646	5444	6294	4735	10011	3579	8722	5706	4463	10739
BLOC1S4		3597	1579	3987	516	4808	4208	4514	4859	3458	4404
BLTP2		0	0	20	0	0	0	1052	0	0	0
BLVRA		51537	36192	60887	26001	23206	53286	55200	46581	42095	53176
BLVRB		100295	129504	241852	280000	201607	259230	273807	323823	176378	83859
BMI1		0	402	0	0	0	0	912	1312	0	1036
BMP2K		1468	836	871	0	1117	1768	907	502	0	579
BMPR1B		0	0	0	0	0	0	321	196	0	0
BNIP1		5302	4768	7348	2525	3430	3156	2445	5111	0	6045
BNIP2		260	0	565	0	410	571	548	614	0	759
BOK		0	3130	3383	0	4321	2174	0	3950	1913	0
BOLA2B		19239	14946	27696	14350	23228	24398	32335	46441	13594	13004
BOP1		2662	122	257	1192	225	879	642	960	0	1031
BORCS5		2728	2509	3493	2803	4320	3590	2902	3512	1976	2320
BORCS6		9841	1800	3821	1520	8674	4028	8561	7435	0	3410
BORCS7		403	0	692	0	12828	481	13179	5546	0	1144
BPGM		4371	7167	4910	15448	4359	6325	7575	2545	5736	5043
BPHL		2943	10979	6630	3683	1707	6920	13798	21216	2822	12957
BPI		0	0	0	0	0	0	0	0	0	0
BPIFB1		4082	0	2995	0	233	158136	15706	108	0	1764
BPIFB2		0	0	1993	0	0	9081	293	713	0	0
BPNT1		30892	34914	33604	9747	14719	12714	27790	19289	23685	15667
BPNT2		1538	861	2332	0	0	5149	4577	3893	0	3276
BRAF		0	0	191	0	0	0	2460	2844	0	0
BRAT1		2412	806	2053	1168	1645	1543	2012	2495	823	2362
BRCC3		2801	2157	2796	1576	4898	3647	3591	5218	3443	2555
BRD1		161	70	124	52	103	138	195	155	0	178
BRD8		544	0	340	0	386	431	572	331	190	0
BRI3		0	0	764	0	0	0	11499	581	0	2077
BRI3BP		10414	2450	5760	4027	0	18661	20422	18258	11267	400
BRIX1		4406	3832	3674	2067	3501	3160	3717	3403	4203	3869
BRK1		54738	46570	58523	35570	95103	55787	46084	21419	9946	17951
BROX		11346	13954	17026	12170	8968	8605	13497	8020	15308	10240
BSCL2		996	2312	3183	0	1888	5735	4436	8797	0	3216
BSDC1		1282	333	878	341	1400	1779	3128	1902	699	1366
BSG		41267	25529	27658	33098	17301	25487	42120	23581	22284	23704
BSPRY		0	2880	1116	0	3895	0	4445	1428	0	0
BST1		6417	4217	5170	6100	13309	9640	2430	843	3385	2223
BST2		24310	14732	7619	16416	20082	7114	15857	70372	6834	13822
BTAF1		430	389	140	0	239	731	254	249	0	598
BTD		1569	2311	3618	2975	2294	2703	3305	2116	4044	1249
BTF3		2222	2889	2946	0	2492	3775	6098	4863	3974	2386
BTF3L4		34455	24710	36606	13168	28915	27549	36020	23702	23491	32133
BTK		596	0	0	0	48	0	0	115	0	0
BTN2A1		107	0	137	0	38	48	2502	156	0	0
BTN3A3		2824	1080	1717	301	2445	1682	347	645	0	2900
BTNL9		0	0	118	2110	237	0	0	149	0	0
BUB3		18697	19034	23574	9201	19392	17440	12896	21175	26155	20591
BUD23		2538	222	800	0	1066	771	1112	457	0	0
BUD31		6112	3584	4881	0	4770	5087	3778	4459	9624	2927
BYSL		1338	745	860	0	745	617	968	1447	919	1315
BZW1		11118	13659	16635	3809	14719	17003	17063	20502	15363	16148
BZW2		6784	5650	5490	1264	3602	24625	4094	8163	3752	7060
C11orf54		21319	37438	38803	34997	34764	24461	38052	33689	33759	26115
C11orf68		9276	10542	10948	8932	10826	10299	7278	10423	16174	10867
C11orf98		1087	339	691	494	864	0	1787	488	0	1563
C12orf57		14362	19029	25000	9097	9984	25006	14705	11604	22277	20358
C16orf89		0	0	3369	6760	1935	5175	6825	4714	6322	0
C17orf75		2949	1826	3307	1050	2269	2304	4072	3644	2958	2679
C19orf12		8602	4552	12984	12431	3952	3794	13510	10243	3873	3339
C19orf25		0	1918	2223	0	2528	835	1028	2294	0	2470
C1GALT1		1152	0	0	0	0	437	0	0	0	0
C1QA		24946	24292	17043	32339	33204	31802	21899	10782	51956	27406
C1QB		18267	35818	36163	61685	35652	31107	28557	16448	58105	42084
C1QBP		23259	11722	12552	14482	23281	20752	28700	12356	10861	6432
C1QC		44708	45300	44013	85876	69709	64720	52913	30304	126320	108645
C1QTNF3		3735	9568	26978	1059	16907	13223	19225	2180	10598	23332
C1QTNF5		0	0	5762	0	0	4726	14891	1022	0	7571
C1R		6584	8911	7170	10187	13569	10718	9305	2605	17701	6680
C1RL		231	520	1593	2082	849	1014	0	901	0	3613
C1S		21489	28773	25907	40708	37630	34068	30133	9211	74702	31268
C1orf109		2091	0	1714	0	2018	1323	3440	2191	0	0
C1orf198		5661	3154	4712	2064	4229	3071	2982	2185	2337	4248
C1orf226		0	0	1209	0	0	2627	0	11023	0	0
C1orf50		0	0	630	0	847	184	830	600	0	0
C2		4470	5588	5903	5857	7619	7140	3411	1444	12007	5131
C2CD5		766	510	1216	146	816	695	2256	2320	798	1118
C2CD6		191	97	1046	222	0	348	185	794	0	0
C2orf76		0	3326	5720	0	6828	2391	4530	5942	0	0
C3		25143	87865	45147	97300	51936	65276	23757	23314	124601	61425
C4A		3141	2399	7168	3208	10503	11133	3148	553	9679	1032
C4BPA		25128	36505	26289	77577	31747	56122	18707	14467	80394	31788
C4BPB		5864	4410	3880	19161	33503	31576	3946	950	9889	5540
C4B_2		3424	7978	8930	1735	5403	8083	7013	1305	21915	2719
C5		2261	5063	3800	7499	6408	7259	1353	1417	7188	2831
C5orf22		1212	0	0	0	0	580	2381	1091	0	785
C6		2433	6938	6702	6839	8279	9388	2256	1774	10635	5602
C6orf120		0	1600	6629	0	4551	2921	6938	4483	0	0
C6orf132		0	0	80	824	0	52	425	214	0	216
C6orf89		0	0	0	0	0	0	0	531	0	428
C7		1614	3907	4600	8547	4985	7477	4064	939	13711	1094
C7orf50		6587	4571	0	0	935	2024	0	6676	0	9869
C8A		2374	9374	7844	6371	23728	14116	5668	1660	14475	6668
C8B		3016	7719	4123	9191	7286	7604	2666	1648	9912	4689
C8G		15441	53386	27608	59770	59478	42420	15257	21752	54898	62118
C8orf33		1228	1229	2135	2627	2089	1026	2196	3219	2231	5608
C8orf82		8768	6880	8108	12155	8153	6720	19750	13088	16546	9745
C9		12814	32763	30129	42510	38641	49035	13158	7209	25506	20167
C9orf72		271	0	0	0	0	0	1240	462	0	0
CA1		40601	285680	115901	704725	70071	207385	44661	42791	223500	22844
CA12		0	7170	15452	0	21884	2758	10607	64403	5050	8154
CA13		0	0	0	599	0	0	0	0	0	0
CA2		29895	56446	52304	103641	31253	58228	1562766	20291	105234	27829
CA3		0	8216	5083	51450	8301	4887	0	7943	23649	0
CA4		0	423	1124	10710	0	1384	2653	0	0	0
CA5B		2351	898	1410	444	1831	4927	634	1654	0	1573
CA8		616	495	6655	5738	4658	1912	462	2232	0	857
CA9		1334	0	0	0	0	0	0	0	0	0
CAB39		6352	4522	5143	3943	22608	6021	4463	3568	4862	4827
CAB39L		3742	4175	4488	4637	4386	5681	17258	4847	4519	5558
CABLES1		394	223	738	0	983	728	493	874	2192	383
CACNA2D1		819	1568	2024	3318	2175	2099	715	2464	1067	1389
CACNA2D2		0	0	152	0	70	0	728	388	0	0
CACUL1		144	0	111	0	0	0	979	1469	0	236
CACYBP		12238	15001	7624	10063	5996	16870	12136	8806	9047	11072
CAD		2237	2492	2438	1725	2009	1942	2648	2094	2281	2389
CADM1		0	1221	0	0	0	0	0	2281	0	3286
CADM4		1345	1969	2600	629	306	0	0	1082	2666	1015
CADPS2		0	0	450	0	0	749	222	127	0	54
CALB2		5229	2865	1868	28703	4420	1380	88	6290	5967	11138
CALCOCO1		0	0	0	0	0	0	983	188	0	0
CALCOCO2		0	0	581	0	1012	0	3092	0	0	0
CALD1		3958	5585	7427	5264	5136	6159	3028	3442	3443	16982
CALHM2		644	0	0	0	1656	510	0	1555	0	1754
CALHM5		657	0	553	804	694	889	796	0	707	4708
CALML3		105284	123318	365729	70472	658289	334103	365188	148014	75253	113366
CALML5		142115	25079	15767	479447	30545	472351	11425	23688	85828	42202
CALR		205187	85352	144865	90375	141350	197023	101567	90925	68227	133804
CALU		52515	45026	42633	31376	28059	47870	24410	41532	38005	47055
CAMK1		244	0	721	0	832	180	842	224	249	1240
CAMK2B		0	0	0	0	0	736	0	0	0	0
CAMK2D		6488	5071	4005	3531	5699	7250	2699	1277	5503	6286
CAMK2G		1331	1644	3042	712	1137	3858	3651	2450	1620	7930
CAMKK2		0	0	50	0	102	41	243	295	0	43
CAMSAP1		365	0	48	0	0	0	558	0	0	490
CAMSAP2		80	0	35	0	0	0	21	48	0	24
CAMSAP3		216	487	375	259	443	354	550	761	0	66
CAND1		17123	18538	22660	14019	17418	20516	23072	22815	22318	19509
CAND2		0	0	373	0	12	0	0	0	0	0
CANT1		13468	8231	16800	0	11002	12653	21886	3293	21929	1746
CANX		51472	20194	36509	47621	31679	67216	49591	64558	28165	37873
CAP1		104013	84563	72124	59023	82729	94200	77520	50681	104468	116936
CAP2		954	3981	7338	5560	4085	4952	0	914	9599	4993
CAPG		131206	83014	154960	53880	128339	85950	126433	243333	60857	275379
CAPN1		25159	31656	36999	27258	29398	40186	44289	33971	39660	25498
CAPN13		0	0	0	0	612	440	895	283	0	1001
CAPN15		21	0	0	0	0	0	53	53	0	0
CAPN2		32415	37112	42937	42631	27322	39551	19208	19984	38918	21985
CAPN5		0	0	125	240	381	535	766	39	332	79
CAPN7		1361	999	1963	1494	4320	2505	2559	2394	1437	1201
CAPNS1		164941	157394	141098	143974	151680	231711	136061	114853	176809	121388
CAPRIN1		7941	7267	12626	3569	9987	8785	12039	10948	11018	11142
CAPS		11022	14699	10304	27131	36104	144081	146123	16251	15274	23292
CAPZA1		48481	37208	30585	18325	49370	55502	27863	24754	28110	33058
CAPZA2		66543	35974	54573	44241	33487	50807	57372	44979	74359	19623
CAPZB		113279	93933	88491	92156	88660	106927	61551	74490	110304	90077
CARD11		123	0	0	0	0	0	0	27	0	0
CARD19		2804	2736	4709	0	4107	3408	5098	8191	3179	5619
CARD6		0	0	0	0	0	0	0	25	0	0
CARD8		305	0	88	0	0	196	215	888	0	218
CARHSP1		24517	14797	18657	3976	20147	17404	21377	24521	13996	40705
CARM1		5060	2909	4219	4134	3466	3269	3181	2492	5338	6614
CARMIL1		418	213	576	89	407	410	791	323	122	556
CARMIL2		157	0	0	0	0	0	0	56	0	0
CARS1		4977	2432	2508	3665	2022	5143	13652	2663	3495	4130
CARS2		3846	2048	2464	2054	2075	3794	3103	2549	2382	1482
CASD1		0	0	0	0	0	0	0	0	0	0
CASK		1868	4052	4548	2065	3088	2330	6286	3093	4211	3192
CASKIN2		0	0	0	0	0	147	0	167	0	158
CASP1		21794	6505	8276	7327	13748	10068	8497	6824	7809	7975
CASP14		7930	701	1078	0	701	8007	439	3238	3255	36418
CASP3		25123	9084	13343	1913	8954	23084	19373	9178	20554	19446
CASP4		17527	1161	2921	0	297	3686	3360	2167	0	5469
CASP6		15169	7629	9659	3675	6050	16800	10493	8306	12939	13058
CASP7		5809	3622	3780	686	3804	4776	8712	11650	2164	4271
CASP8		2562	1917	2138	1540	1591	1928	1642	2406	1962	2300
CAST		10822	8981	11903	29646	19749	7071	7792	12567	2383	26118
CASZ1		0	0	0	0	0	0	0	230	0	0
CAT		24425	31698	27199	118311	23513	27506	19796	27357	36417	18641
CAV1		8910	19679	19160	15640	29935	11314	0	6117	16934	3048
CAV2		0	3611	0	30295	0	0	0	773	0	2960
CAVIN1		15707	45611	27161	166759	40098	31865	5132	25580	30191	29690
CAVIN2		3806	11358	8940	59517	6354	6786	987	3001	12435	0
CAVIN3		6957	25151	34837	85123	43947	21089	8368	17341	38265	16670
CBFB		17833	3692	12737	9019	14261	20648	18382	6643	11987	15419
CBL		2865	4492	1475	574	1254	1447	826	1914	0	4263
CBLB		480	0	168	0	285	305	215	66	0	112
CBLL1		666	0	744	0	0	335	1492	680	0	911
CBR1		77935	72022	65709	66987	89986	66847	117212	52635	64567	26327
CBR3		20059	18374	22506	22046	21255	18149	17274	14760	17270	11417
